Context	Hypothesis	Entailment_Label	Topic_Label
दो सांसद क़त्ल के इलज़ाम में गिरफ्तार	यह अंतरराष्ट्रीय की सूचना नहीं है|	entailed	0
उड़ते विमान में पायलट को पड़ा दिल का दौरा 	यह अंतरराष्ट्रीय की सूचना है|	entailed	2
उड़ते विमान में पायलट को पड़ा दिल का दौरा 	यह अंतरराष्ट्रीय की सूचना नहीं है|	not-entailed	2
उड़ते विमान में पायलट को पड़ा दिल का दौरा 	यह खबर की सूचना है|	not-entailed	2
उड़ते विमान में पायलट को पड़ा दिल का दौरा 	यह खबर की सूचना नहीं है|	entailed	2
हिंदी के 10 श्रेष्ठ यात्रा संस्मरण	यह भारत की सूचना है|	entailed	0
हिंदी के 10 श्रेष्ठ यात्रा संस्मरण	यह भारत की सूचना नहीं है|	not-entailed	0
हिंदी के 10 श्रेष्ठ यात्रा संस्मरण	यह खबर की सूचना है|	not-entailed	0
हिंदी के 10 श्रेष्ठ यात्रा संस्मरण	यह खबर की सूचना नहीं है|	entailed	0
कांठ: मंदिर से लाउडस्पीकर हटाने का आदेश	यह भारत की सूचना है|	entailed	0
कांठ: मंदिर से लाउडस्पीकर हटाने का आदेश	यह भारत की सूचना नहीं है|	not-entailed	0
कांठ: मंदिर से लाउडस्पीकर हटाने का आदेश	यह विज्ञान की सूचना है|	not-entailed	0
कांठ: मंदिर से लाउडस्पीकर हटाने का आदेश	यह विज्ञान की सूचना नहीं है|	entailed	0
सोशल- कंगना की करण से तकरार: 'हमें तो अभी और ज़लील होना है'	यह खबर की सूचना है|	entailed	1
सोशल- कंगना की करण से तकरार: 'हमें तो अभी और ज़लील होना है'	यह खबर की सूचना नहीं है|	not-entailed	1
सोशल- कंगना की करण से तकरार: 'हमें तो अभी और ज़लील होना है'	यह विज्ञान की सूचना है|	not-entailed	1
सोशल- कंगना की करण से तकरार: 'हमें तो अभी और ज़लील होना है'	यह विज्ञान की सूचना नहीं है|	entailed	1
अमरीकी कामबंदीः क्या हुआ इन चार शादियों का?	यह भारत की सूचना है|	entailed	0
अमरीकी कामबंदीः क्या हुआ इन चार शादियों का?	यह भारत की सूचना नहीं है|	not-entailed	0
अमरीकी कामबंदीः क्या हुआ इन चार शादियों का?	यह विज्ञान की सूचना है|	not-entailed	0
अमरीकी कामबंदीः क्या हुआ इन चार शादियों का?	यह विज्ञान की सूचना नहीं है|	entailed	0
मैच टाई, सुपर ओवर में हारा न्यूज़ीलैंड	यह खेल की सूचना है|	entailed	4
मैच टाई, सुपर ओवर में हारा न्यूज़ीलैंड	यह खेल की सूचना नहीं है|	not-entailed	4
मैच टाई, सुपर ओवर में हारा न्यूज़ीलैंड	यह मनोरंजन की सूचना है|	not-entailed	4
मैच टाई, सुपर ओवर में हारा न्यूज़ीलैंड	यह मनोरंजन की सूचना नहीं है|	entailed	4
बिहार बर्बाद हुआ जातिवादी नेताओं से: मोदी	यह भारत की सूचना है|	entailed	0
बिहार बर्बाद हुआ जातिवादी नेताओं से: मोदी	यह भारत की सूचना नहीं है|	not-entailed	0
बिहार बर्बाद हुआ जातिवादी नेताओं से: मोदी	यह विज्ञान की सूचना है|	not-entailed	0
बिहार बर्बाद हुआ जातिवादी नेताओं से: मोदी	यह विज्ञान की सूचना नहीं है|	entailed	0
मुंबई आग हादसा, दमकलकर्मी की मौत	यह भारत की सूचना है|	entailed	0
मुंबई आग हादसा, दमकलकर्मी की मौत	यह भारत की सूचना नहीं है|	not-entailed	0
मुंबई आग हादसा, दमकलकर्मी की मौत	यह मनोरंजन की सूचना है|	not-entailed	0
मुंबई आग हादसा, दमकलकर्मी की मौत	यह मनोरंजन की सूचना नहीं है|	entailed	0
दिल्ली में सुरक्षा के कड़े इंतजाम, जनजीवन प्रभावित	यह भारत की सूचना है|	entailed	0
दिल्ली में सुरक्षा के कड़े इंतजाम, जनजीवन प्रभावित	यह भारत की सूचना नहीं है|	not-entailed	0
दिल्ली में सुरक्षा के कड़े इंतजाम, जनजीवन प्रभावित	यह मनोरंजन की सूचना है|	not-entailed	0
दिल्ली में सुरक्षा के कड़े इंतजाम, जनजीवन प्रभावित	यह मनोरंजन की सूचना नहीं है|	entailed	0
ममनून हुसैन होंगे पाकिस्तान के नए राष्ट्रपति	यह अंतरराष्ट्रीय की सूचना है|	entailed	2
ममनून हुसैन होंगे पाकिस्तान के नए राष्ट्रपति	यह अंतरराष्ट्रीय की सूचना नहीं है|	not-entailed	2
ममनून हुसैन होंगे पाकिस्तान के नए राष्ट्रपति	यह मनोरंजन की सूचना है|	not-entailed	2
ममनून हुसैन होंगे पाकिस्तान के नए राष्ट्रपति	यह मनोरंजन की सूचना नहीं है|	entailed	2
कब्र खोदने का मामला झूठा: सुप्रीम कोर्ट	यह भारत की सूचना है|	entailed	0
कब्र खोदने का मामला झूठा: सुप्रीम कोर्ट	यह भारत की सूचना नहीं है|	not-entailed	0
कब्र खोदने का मामला झूठा: सुप्रीम कोर्ट	यह विज्ञान की सूचना है|	not-entailed	0
कब्र खोदने का मामला झूठा: सुप्रीम कोर्ट	यह विज्ञान की सूचना नहीं है|	entailed	0
'स्मृति ने ही कहा था- मेरी डिग्री मत दिखाओ'	यह भारत की सूचना है|	entailed	0
'स्मृति ने ही कहा था- मेरी डिग्री मत दिखाओ'	यह भारत की सूचना नहीं है|	not-entailed	0
'स्मृति ने ही कहा था- मेरी डिग्री मत दिखाओ'	यह अंतरराष्ट्रीय की सूचना है|	not-entailed	0
'स्मृति ने ही कहा था- मेरी डिग्री मत दिखाओ'	यह अंतरराष्ट्रीय की सूचना नहीं है|	entailed	0
इशरत के क़त्ल तक नरेन्द्र मोदी से अनजान थे	यह भारत की सूचना है|	entailed	0
इशरत के क़त्ल तक नरेन्द्र मोदी से अनजान थे	यह भारत की सूचना नहीं है|	not-entailed	0
इशरत के क़त्ल तक नरेन्द्र मोदी से अनजान थे	यह अंतरराष्ट्रीय की सूचना है|	not-entailed	0
इशरत के क़त्ल तक नरेन्द्र मोदी से अनजान थे	यह अंतरराष्ट्रीय की सूचना नहीं है|	entailed	0
शानदार स्वागत के बीच विजय कुमार, गगन नारंग भारत लौटे	यह खेल की सूचना है|	entailed	4
शानदार स्वागत के बीच विजय कुमार, गगन नारंग भारत लौटे	यह खेल की सूचना नहीं है|	not-entailed	4
शानदार स्वागत के बीच विजय कुमार, गगन नारंग भारत लौटे	यह भारत की सूचना है|	not-entailed	4
शानदार स्वागत के बीच विजय कुमार, गगन नारंग भारत लौटे	यह भारत की सूचना नहीं है|	entailed	4
आशुतोष की नई पारी	यह मनोरंजन की सूचना है|	entailed	3
आशुतोष की नई पारी	यह मनोरंजन की सूचना नहीं है|	not-entailed	3
आशुतोष की नई पारी	यह भारत की सूचना है|	not-entailed	3
आशुतोष की नई पारी	यह भारत की सूचना नहीं है|	entailed	3
दिल्ली में सरकार बनाने से भाजपा का इनकार	यह भारत की सूचना है|	entailed	0
दिल्ली में सरकार बनाने से भाजपा का इनकार	यह भारत की सूचना नहीं है|	not-entailed	0
दिल्ली में सरकार बनाने से भाजपा का इनकार	यह अंतरराष्ट्रीय की सूचना है|	not-entailed	0
दिल्ली में सरकार बनाने से भाजपा का इनकार	यह अंतरराष्ट्रीय की सूचना नहीं है|	entailed	0
भूत सा भटक रहा, बाबाओं को झुठलाने वाला	यह भारत की सूचना है|	entailed	0
भूत सा भटक रहा, बाबाओं को झुठलाने वाला	यह भारत की सूचना नहीं है|	not-entailed	0
भूत सा भटक रहा, बाबाओं को झुठलाने वाला	यह अंतरराष्ट्रीय की सूचना है|	not-entailed	0
भूत सा भटक रहा, बाबाओं को झुठलाने वाला	यह अंतरराष्ट्रीय की सूचना नहीं है|	entailed	0
ब्रितानी राजकुमारों का पहला जन्म दिन	यह अंतरराष्ट्रीय की सूचना है|	entailed	2
ब्रितानी राजकुमारों का पहला जन्म दिन	यह अंतरराष्ट्रीय की सूचना नहीं है|	not-entailed	2
ब्रितानी राजकुमारों का पहला जन्म दिन	यह मनोरंजन की सूचना है|	not-entailed	2
ब्रितानी राजकुमारों का पहला जन्म दिन	यह मनोरंजन की सूचना नहीं है|	entailed	2
अमन की आशा जो बन गई 'टोटल स्यापा'	यह मनोरंजन की सूचना है|	entailed	3
अमन की आशा जो बन गई 'टोटल स्यापा'	यह मनोरंजन की सूचना नहीं है|	not-entailed	3
अमन की आशा जो बन गई 'टोटल स्यापा'	यह खेल की सूचना है|	not-entailed	3
अमन की आशा जो बन गई 'टोटल स्यापा'	यह खेल की सूचना नहीं है|	entailed	3
भज्जी की शानदार वापसी, भारत सुपर आठ में	यह खेल की सूचना है|	entailed	4
भज्जी की शानदार वापसी, भारत सुपर आठ में	यह खेल की सूचना नहीं है|	not-entailed	4
भज्जी की शानदार वापसी, भारत सुपर आठ में	यह अंतरराष्ट्रीय की सूचना है|	not-entailed	4
भज्जी की शानदार वापसी, भारत सुपर आठ में	यह अंतरराष्ट्रीय की सूचना नहीं है|	entailed	4
थाईलैंड में मतदान से पहले चली बंदूक़ें 	यह अंतरराष्ट्रीय की सूचना है|	entailed	2
थाईलैंड में मतदान से पहले चली बंदूक़ें 	यह अंतरराष्ट्रीय की सूचना नहीं है|	not-entailed	2
थाईलैंड में मतदान से पहले चली बंदूक़ें 	यह खेल की सूचना है|	not-entailed	2
थाईलैंड में मतदान से पहले चली बंदूक़ें 	यह खेल की सूचना नहीं है|	entailed	2
मैं सभी आरोपों का सामना करूंगा: शाहरुख़	यह मनोरंजन की सूचना है|	entailed	3
मैं सभी आरोपों का सामना करूंगा: शाहरुख़	यह मनोरंजन की सूचना नहीं है|	not-entailed	3
मैं सभी आरोपों का सामना करूंगा: शाहरुख़	यह विज्ञान की सूचना है|	not-entailed	3
मैं सभी आरोपों का सामना करूंगा: शाहरुख़	यह विज्ञान की सूचना नहीं है|	entailed	3
स्वच्छ गंगा के लिए कारख़ाने होंगे बंद	यह भारत की सूचना है|	entailed	0
स्वच्छ गंगा के लिए कारख़ाने होंगे बंद	यह भारत की सूचना नहीं है|	not-entailed	0
स्वच्छ गंगा के लिए कारख़ाने होंगे बंद	यह खबर की सूचना है|	not-entailed	0
स्वच्छ गंगा के लिए कारख़ाने होंगे बंद	यह खबर की सूचना नहीं है|	entailed	0
अमरीकाः शलवार-कुर्ते के लिए टैक्सी आयोग पर मुक़दमा	यह अंतरराष्ट्रीय की सूचना है|	entailed	2
अमरीकाः शलवार-कुर्ते के लिए टैक्सी आयोग पर मुक़दमा	यह अंतरराष्ट्रीय की सूचना नहीं है|	not-entailed	2
अमरीकाः शलवार-कुर्ते के लिए टैक्सी आयोग पर मुक़दमा	यह भारत की सूचना है|	not-entailed	2
अमरीकाः शलवार-कुर्ते के लिए टैक्सी आयोग पर मुक़दमा	यह भारत की सूचना नहीं है|	entailed	2
अब लंदन में गुजराती शेक्सपियर	यह भारत की सूचना है|	entailed	0
अब लंदन में गुजराती शेक्सपियर	यह भारत की सूचना नहीं है|	not-entailed	0
अब लंदन में गुजराती शेक्सपियर	यह खेल की सूचना है|	not-entailed	0
अब लंदन में गुजराती शेक्सपियर	यह खेल की सूचना नहीं है|	entailed	0
न लगाओ हिमालय को 'बुरी' नज़र	यह भारत की सूचना है|	entailed	0
न लगाओ हिमालय को 'बुरी' नज़र	यह भारत की सूचना नहीं है|	not-entailed	0
न लगाओ हिमालय को 'बुरी' नज़र	यह विज्ञान की सूचना है|	not-entailed	0
न लगाओ हिमालय को 'बुरी' नज़र	यह विज्ञान की सूचना नहीं है|	entailed	0
ईरान के राष्ट्रपति चुनाव में रोहानी आगे	यह अंतरराष्ट्रीय की सूचना है|	entailed	2
ईरान के राष्ट्रपति चुनाव में रोहानी आगे	यह अंतरराष्ट्रीय की सूचना नहीं है|	not-entailed	2
ईरान के राष्ट्रपति चुनाव में रोहानी आगे	यह विज्ञान की सूचना है|	not-entailed	2
ईरान के राष्ट्रपति चुनाव में रोहानी आगे	यह विज्ञान की सूचना नहीं है|	entailed	2
जसवंत की बगावत के बाद बाड़मेर में कमल खिलेगा?	यह भारत की सूचना है|	entailed	0
जसवंत की बगावत के बाद बाड़मेर में कमल खिलेगा?	यह भारत की सूचना नहीं है|	not-entailed	0
जसवंत की बगावत के बाद बाड़मेर में कमल खिलेगा?	यह मनोरंजन की सूचना है|	not-entailed	0
जसवंत की बगावत के बाद बाड़मेर में कमल खिलेगा?	यह मनोरंजन की सूचना नहीं है|	entailed	0
भारत में मुसलमानों का 'जीवनस्तर सबसे नीचे'	यह भारत की सूचना है|	entailed	0
भारत में मुसलमानों का 'जीवनस्तर सबसे नीचे'	यह भारत की सूचना नहीं है|	not-entailed	0
भारत में मुसलमानों का 'जीवनस्तर सबसे नीचे'	यह खबर की सूचना है|	not-entailed	0
भारत में मुसलमानों का 'जीवनस्तर सबसे नीचे'	यह खबर की सूचना नहीं है|	entailed	0
शरीफ़ परिवार फँसा बाघ के विवाद में	यह अंतरराष्ट्रीय की सूचना है|	entailed	2
शरीफ़ परिवार फँसा बाघ के विवाद में	यह अंतरराष्ट्रीय की सूचना नहीं है|	not-entailed	2
शरीफ़ परिवार फँसा बाघ के विवाद में	यह खबर की सूचना है|	not-entailed	2
शरीफ़ परिवार फँसा बाघ के विवाद में	यह खबर की सूचना नहीं है|	entailed	2
क्या हो रही है बदले की राजनीति?	यह भारत की सूचना है|	entailed	0
क्या हो रही है बदले की राजनीति?	यह भारत की सूचना नहीं है|	not-entailed	0
क्या हो रही है बदले की राजनीति?	यह विज्ञान की सूचना है|	not-entailed	0
क्या हो रही है बदले की राजनीति?	यह विज्ञान की सूचना नहीं है|	entailed	0
पायलिन तूफ़ान ज़िंदगी का अनोखा अनुभव	यह भारत की सूचना है|	entailed	0
पायलिन तूफ़ान ज़िंदगी का अनोखा अनुभव	यह भारत की सूचना नहीं है|	not-entailed	0
पायलिन तूफ़ान ज़िंदगी का अनोखा अनुभव	यह खबर की सूचना है|	not-entailed	0
पायलिन तूफ़ान ज़िंदगी का अनोखा अनुभव	यह खबर की सूचना नहीं है|	entailed	0
बंद होगी फ़ेसबुक की ईमेल सेवा	यह विज्ञान की सूचना है|	entailed	5
बंद होगी फ़ेसबुक की ईमेल सेवा	यह विज्ञान की सूचना नहीं है|	not-entailed	5
बंद होगी फ़ेसबुक की ईमेल सेवा	यह अंतरराष्ट्रीय की सूचना है|	not-entailed	5
बंद होगी फ़ेसबुक की ईमेल सेवा	यह अंतरराष्ट्रीय की सूचना नहीं है|	entailed	5
मैं खतरनाक स्थिति में हूँ: सलमान खान	यह मनोरंजन की सूचना है|	entailed	3
मैं खतरनाक स्थिति में हूँ: सलमान खान	यह मनोरंजन की सूचना नहीं है|	not-entailed	3
मैं खतरनाक स्थिति में हूँ: सलमान खान	यह विज्ञान की सूचना है|	not-entailed	3
मैं खतरनाक स्थिति में हूँ: सलमान खान	यह विज्ञान की सूचना नहीं है|	entailed	3
आईएस से ब्रिटेन को भी ख़तरा: डेविड कैमरन	यह अंतरराष्ट्रीय की सूचना है|	entailed	2
आईएस से ब्रिटेन को भी ख़तरा: डेविड कैमरन	यह अंतरराष्ट्रीय की सूचना नहीं है|	not-entailed	2
आईएस से ब्रिटेन को भी ख़तरा: डेविड कैमरन	यह भारत की सूचना है|	not-entailed	2
आईएस से ब्रिटेन को भी ख़तरा: डेविड कैमरन	यह भारत की सूचना नहीं है|	entailed	2
पाकिस्तानः हिंसा में क़ादरी समर्थकों की मौत	यह खबर की सूचना है|	entailed	1
पाकिस्तानः हिंसा में क़ादरी समर्थकों की मौत	यह खबर की सूचना नहीं है|	not-entailed	1
पाकिस्तानः हिंसा में क़ादरी समर्थकों की मौत	यह खेल की सूचना है|	not-entailed	1
पाकिस्तानः हिंसा में क़ादरी समर्थकों की मौत	यह खेल की सूचना नहीं है|	entailed	1
सैनिक वापसी के मुद्दे पर इतालवी मंत्री का इस्तीफा	यह अंतरराष्ट्रीय की सूचना है|	entailed	2
सैनिक वापसी के मुद्दे पर इतालवी मंत्री का इस्तीफा	यह अंतरराष्ट्रीय की सूचना नहीं है|	not-entailed	2
सैनिक वापसी के मुद्दे पर इतालवी मंत्री का इस्तीफा	यह खबर की सूचना है|	not-entailed	2
सैनिक वापसी के मुद्दे पर इतालवी मंत्री का इस्तीफा	यह खबर की सूचना नहीं है|	entailed	2
'नैहर में शौचालय नहीं था, ससुराल में भी नहीं है'	यह भारत की सूचना है|	entailed	0
'नैहर में शौचालय नहीं था, ससुराल में भी नहीं है'	यह भारत की सूचना नहीं है|	not-entailed	0
'नैहर में शौचालय नहीं था, ससुराल में भी नहीं है'	यह विज्ञान की सूचना है|	not-entailed	0
'नैहर में शौचालय नहीं था, ससुराल में भी नहीं है'	यह विज्ञान की सूचना नहीं है|	entailed	0
भूपति प्रतिबंध पर अदालत जा सकते हैं	यह खेल की सूचना है|	entailed	4
भूपति प्रतिबंध पर अदालत जा सकते हैं	यह खेल की सूचना नहीं है|	not-entailed	4
भूपति प्रतिबंध पर अदालत जा सकते हैं	यह मनोरंजन की सूचना है|	not-entailed	4
भूपति प्रतिबंध पर अदालत जा सकते हैं	यह मनोरंजन की सूचना नहीं है|	entailed	4
सेक्स खोलता है आपकी राजनीति के रहस्य	यह खबर की सूचना है|	entailed	1
सेक्स खोलता है आपकी राजनीति के रहस्य	यह खबर की सूचना नहीं है|	not-entailed	1
सेक्स खोलता है आपकी राजनीति के रहस्य	यह भारत की सूचना है|	not-entailed	1
सेक्स खोलता है आपकी राजनीति के रहस्य	यह भारत की सूचना नहीं है|	entailed	1
सागरनामा-4: क्या गुजरात में मुसलमान डरे हुए हैं?	यह भारत की सूचना है|	entailed	0
सागरनामा-4: क्या गुजरात में मुसलमान डरे हुए हैं?	यह भारत की सूचना नहीं है|	not-entailed	0
सागरनामा-4: क्या गुजरात में मुसलमान डरे हुए हैं?	यह खेल की सूचना है|	not-entailed	0
सागरनामा-4: क्या गुजरात में मुसलमान डरे हुए हैं?	यह खेल की सूचना नहीं है|	entailed	0
लंदन की सड़कों पर 'घूमते थे आदमखोर बाघ'	यह अंतरराष्ट्रीय की सूचना है|	entailed	2
लंदन की सड़कों पर 'घूमते थे आदमखोर बाघ'	यह अंतरराष्ट्रीय की सूचना नहीं है|	not-entailed	2
लंदन की सड़कों पर 'घूमते थे आदमखोर बाघ'	यह मनोरंजन की सूचना है|	not-entailed	2
लंदन की सड़कों पर 'घूमते थे आदमखोर बाघ'	यह मनोरंजन की सूचना नहीं है|	entailed	2
दक्षिण एशिया बन रहा है भूस्खलन का गढ़	यह विज्ञान की सूचना है|	entailed	5
दक्षिण एशिया बन रहा है भूस्खलन का गढ़	यह विज्ञान की सूचना नहीं है|	not-entailed	5
दक्षिण एशिया बन रहा है भूस्खलन का गढ़	यह अंतरराष्ट्रीय की सूचना है|	not-entailed	5
दक्षिण एशिया बन रहा है भूस्खलन का गढ़	यह अंतरराष्ट्रीय की सूचना नहीं है|	entailed	5
जुबानी जंग में पिछड़ते राहुल गांधी	यह भारत की सूचना है|	entailed	0
जुबानी जंग में पिछड़ते राहुल गांधी	यह भारत की सूचना नहीं है|	not-entailed	0
जुबानी जंग में पिछड़ते राहुल गांधी	यह मनोरंजन की सूचना है|	not-entailed	0
जुबानी जंग में पिछड़ते राहुल गांधी	यह मनोरंजन की सूचना नहीं है|	entailed	0
नक्सली नहीं आम आदिवासी मारे गए: ग्रामीण	यह भारत की सूचना है|	entailed	0
नक्सली नहीं आम आदिवासी मारे गए: ग्रामीण	यह भारत की सूचना नहीं है|	not-entailed	0
नक्सली नहीं आम आदिवासी मारे गए: ग्रामीण	यह अंतरराष्ट्रीय की सूचना है|	not-entailed	0
नक्सली नहीं आम आदिवासी मारे गए: ग्रामीण	यह अंतरराष्ट्रीय की सूचना नहीं है|	entailed	0
चर्च में कैसे-कैसे गुनाह कबूल कर रहे हैं लोग?	यह भारत की सूचना है|	entailed	0
चर्च में कैसे-कैसे गुनाह कबूल कर रहे हैं लोग?	यह भारत की सूचना नहीं है|	not-entailed	0
चर्च में कैसे-कैसे गुनाह कबूल कर रहे हैं लोग?	यह विज्ञान की सूचना है|	not-entailed	0
चर्च में कैसे-कैसे गुनाह कबूल कर रहे हैं लोग?	यह विज्ञान की सूचना नहीं है|	entailed	0
भारत पांचवां टेस्ट भी पारी से हारा	यह खेल की सूचना है|	entailed	4
भारत पांचवां टेस्ट भी पारी से हारा	यह खेल की सूचना नहीं है|	not-entailed	4
भारत पांचवां टेस्ट भी पारी से हारा	यह अंतरराष्ट्रीय की सूचना है|	not-entailed	4
भारत पांचवां टेस्ट भी पारी से हारा	यह अंतरराष्ट्रीय की सूचना नहीं है|	entailed	4
कुंबकोणम अग्निकांड: 10 लोगों को सज़ा	यह भारत की सूचना है|	entailed	0
कुंबकोणम अग्निकांड: 10 लोगों को सज़ा	यह भारत की सूचना नहीं है|	not-entailed	0
कुंबकोणम अग्निकांड: 10 लोगों को सज़ा	यह खबर की सूचना है|	not-entailed	0
कुंबकोणम अग्निकांड: 10 लोगों को सज़ा	यह खबर की सूचना नहीं है|	entailed	0
किसने खोला मिट्टी के टीलों का राज़?	यह विज्ञान की सूचना है|	entailed	5
किसने खोला मिट्टी के टीलों का राज़?	यह विज्ञान की सूचना नहीं है|	not-entailed	5
किसने खोला मिट्टी के टीलों का राज़?	यह खबर की सूचना है|	not-entailed	5
किसने खोला मिट्टी के टीलों का राज़?	यह खबर की सूचना नहीं है|	entailed	5
आपने देखी सैफ-करीना के बेटे तैमूर की नई तस्वीर?	यह खबर की सूचना है|	entailed	1
आपने देखी सैफ-करीना के बेटे तैमूर की नई तस्वीर?	यह खबर की सूचना नहीं है|	not-entailed	1
आपने देखी सैफ-करीना के बेटे तैमूर की नई तस्वीर?	यह अंतरराष्ट्रीय की सूचना है|	not-entailed	1
आपने देखी सैफ-करीना के बेटे तैमूर की नई तस्वीर?	यह अंतरराष्ट्रीय की सूचना नहीं है|	entailed	1
और ये हैं केबीसी 7 के पहले करोड़पति	यह मनोरंजन की सूचना है|	entailed	3
और ये हैं केबीसी 7 के पहले करोड़पति	यह मनोरंजन की सूचना नहीं है|	not-entailed	3
और ये हैं केबीसी 7 के पहले करोड़पति	यह अंतरराष्ट्रीय की सूचना है|	not-entailed	3
और ये हैं केबीसी 7 के पहले करोड़पति	यह अंतरराष्ट्रीय की सूचना नहीं है|	entailed	3
नरेंद्र मोदी समाज के एक वर्ग की अनदेखी करते हैं: शरद पवार 	यह भारत की सूचना है|	entailed	0
नरेंद्र मोदी समाज के एक वर्ग की अनदेखी करते हैं: शरद पवार 	यह भारत की सूचना नहीं है|	not-entailed	0
नरेंद्र मोदी समाज के एक वर्ग की अनदेखी करते हैं: शरद पवार 	यह खबर की सूचना है|	not-entailed	0
नरेंद्र मोदी समाज के एक वर्ग की अनदेखी करते हैं: शरद पवार 	यह खबर की सूचना नहीं है|	entailed	0
पुतिन को पुरस्कार देने पर विवाद	यह खबर की सूचना है|	entailed	1
पुतिन को पुरस्कार देने पर विवाद	यह खबर की सूचना नहीं है|	not-entailed	1
पुतिन को पुरस्कार देने पर विवाद	यह मनोरंजन की सूचना है|	not-entailed	1
पुतिन को पुरस्कार देने पर विवाद	यह मनोरंजन की सूचना नहीं है|	entailed	1
'ज़हर की खेती करने वालों' को सत्ता मत दो: सोनिया	यह भारत की सूचना है|	entailed	0
'ज़हर की खेती करने वालों' को सत्ता मत दो: सोनिया	यह भारत की सूचना नहीं है|	not-entailed	0
'ज़हर की खेती करने वालों' को सत्ता मत दो: सोनिया	यह अंतरराष्ट्रीय की सूचना है|	not-entailed	0
'ज़हर की खेती करने वालों' को सत्ता मत दो: सोनिया	यह अंतरराष्ट्रीय की सूचना नहीं है|	entailed	0
एडहॉक टीचर: 'बीमार होने या गर्भवती होने पर नौकरी जा सकती है'	यह भारत की सूचना है|	entailed	0
एडहॉक टीचर: 'बीमार होने या गर्भवती होने पर नौकरी जा सकती है'	यह भारत की सूचना नहीं है|	not-entailed	0
एडहॉक टीचर: 'बीमार होने या गर्भवती होने पर नौकरी जा सकती है'	यह खेल की सूचना है|	not-entailed	0
एडहॉक टीचर: 'बीमार होने या गर्भवती होने पर नौकरी जा सकती है'	यह खेल की सूचना नहीं है|	entailed	0
जल्द हमारे साथ होंगे मंडेला: जैकब जूमा	यह अंतरराष्ट्रीय की सूचना है|	entailed	2
जल्द हमारे साथ होंगे मंडेला: जैकब जूमा	यह अंतरराष्ट्रीय की सूचना नहीं है|	not-entailed	2
जल्द हमारे साथ होंगे मंडेला: जैकब जूमा	यह खेल की सूचना है|	not-entailed	2
जल्द हमारे साथ होंगे मंडेला: जैकब जूमा	यह खेल की सूचना नहीं है|	entailed	2
युआन पर चीन का लचीला रुख	यह खबर की सूचना है|	entailed	1
युआन पर चीन का लचीला रुख	यह खबर की सूचना नहीं है|	not-entailed	1
युआन पर चीन का लचीला रुख	यह अंतरराष्ट्रीय की सूचना है|	not-entailed	1
युआन पर चीन का लचीला रुख	यह अंतरराष्ट्रीय की सूचना नहीं है|	entailed	1
बुश हाउस से बीबीसी का आखिरी प्रसारण !	यह खबर की सूचना है|	entailed	1
बुश हाउस से बीबीसी का आखिरी प्रसारण !	यह खबर की सूचना नहीं है|	not-entailed	1
बुश हाउस से बीबीसी का आखिरी प्रसारण !	यह भारत की सूचना है|	not-entailed	1
बुश हाउस से बीबीसी का आखिरी प्रसारण !	यह भारत की सूचना नहीं है|	entailed	1
मर जाएँगे पर घर नहीं जाएँगे	यह भारत की सूचना है|	entailed	0
मर जाएँगे पर घर नहीं जाएँगे	यह भारत की सूचना नहीं है|	not-entailed	0
मर जाएँगे पर घर नहीं जाएँगे	यह मनोरंजन की सूचना है|	not-entailed	0
मर जाएँगे पर घर नहीं जाएँगे	यह मनोरंजन की सूचना नहीं है|	entailed	0
देवयानी मामला: अमरीकी दूतावास के बाहर से हटाए गए बैरिकेड्स	यह अंतरराष्ट्रीय की सूचना है|	entailed	2
देवयानी मामला: अमरीकी दूतावास के बाहर से हटाए गए बैरिकेड्स	यह अंतरराष्ट्रीय की सूचना नहीं है|	not-entailed	2
देवयानी मामला: अमरीकी दूतावास के बाहर से हटाए गए बैरिकेड्स	यह मनोरंजन की सूचना है|	not-entailed	2
देवयानी मामला: अमरीकी दूतावास के बाहर से हटाए गए बैरिकेड्स	यह मनोरंजन की सूचना नहीं है|	entailed	2
बच्चों का अधिक टीवी देखना नुक़सानदेह	यह विज्ञान की सूचना है|	entailed	5
बच्चों का अधिक टीवी देखना नुक़सानदेह	यह विज्ञान की सूचना नहीं है|	not-entailed	5
बच्चों का अधिक टीवी देखना नुक़सानदेह	यह खेल की सूचना है|	not-entailed	5
बच्चों का अधिक टीवी देखना नुक़सानदेह	यह खेल की सूचना नहीं है|	entailed	5
यौन हिंसा संबंधी अध्यादेश को राष्ट्रपति की मंज़ूरी	यह भारत की सूचना है|	entailed	0
